1229,1160,22,resign,black,69,C23,Bishop's Opening
1676,1637,80,resign,black,39,C23,Bishop's Opening
1369,1413,58,mate,black,44,C23,Bishop's Opening
1331,1434,84,mate,black,103,C23,Bishop's Opening
1441,1338,41,resign,black,103,C23,Bishop's Opening
1163,1985,22,mate,black,822,C23,Bishop's Opening
1158,1383,78,resign,black,225,C23,Bishop's Opening
1158,1191,62,mate,black,33,C23,Bishop's Opening
1161,1200,60,mate,black,39,C23,Bishop's Opening
1932,1951,68,resign,black,19,C23,Bishop's Opening
1929,1955,126,resign,black,26,C23,Bishop's Opening
1153,1370,14,resign,black,217,C23,Bishop's Opening
1155,1170,44,resign,black,15,C23,Bishop's Opening
1164,1616,18,resign,black,452,C23,Bishop's Opening
1209,1320,76,mate,black,111,C23,Bishop's Opening
1013,1206,98,time,black,193,C23,Bishop's Opening
1575,1640,10,resign,black,65,C23,Bishop's Opening
1422,1336,14,resign,black,86,C23,Bishop's Opening
1529,1729,28,resign,black,200,C23,Bishop's Opening
1447,1485,126,resign,black,38,C23,Bishop's Opening
1472,1468,52,mate,black,4,C23,Bishop's Opening
1401,1429,30,resign,black,28,C23,Bishop's Opening
1579,1760,92,resign,black,181,C24,Bishop's Opening: Berlin Defense
1696,1725,80,time,black,29,C24,Bishop's Opening: Berlin Defense
1718,1649,42,resign,black,69,C24,Bishop's Opening: Berlin Defense
1802,2251,68,resign,black,449,C24,Bishop's Opening: Berlin Defense
1528,1458,96,resign,black,70,C24,Bishop's Opening: Berlin Defense
1504,1531,74,resign,black,27,C24,Bishop's Opening: Berlin Defense
1635,1595,40,resign,black,40,C24,Bishop's Opening: Berlin Defense
1697,1566,70,resign,black,131,C24,Bishop's Opening: Berlin Defense
1061,1297,27,resign,black,236,C20,Bishop's Opening: Boi Variation
1629,1517,26,mate,black,112,C20,Bishop's Opening: Boi Variation
1215,1703,106,mate,black,488,C20,Bishop's Opening: Boi Variation
1672,1988,70,mate,black,316,C20,Bishop's Opening: Boi Variation
1240,1272,64,resign,black,32,C20,Bishop's Opening: Boi Variation
1522,1456,28,mate,black,66,C20,Bishop's Opening: Boi Variation
1418,1482,20,mate,black,64,C20,Bishop's Opening: Boi Variation
1406,1416,50,resign,black,10,C23,Bishop's Opening: Calabrese Countergambit
1054,1384,108,mate,black,330,C23,Bishop's Opening: Khan Gambit
1640,1456,32,resign,black,184,C23,Bishop's Opening: Khan Gambit
1224,1763,32,mate,black,539,C23,Bishop's Opening: Philidor Counterattack
1756,1756,40,mate,black,0,C24,Bishop's Opening: Ponziani Gambit
1785,1432,50,resign,black,353,C24,Bishop's Opening: Ponziani Gambit
1564,1389,92,mate,black,175,C24,Bishop's Opening: Ponziani Gambit
1787,2258,56,resign,black,471,C28,Bishop's Opening: Vienna Hybrid
1804,1869,104,time,black,65,C28,Bishop's Opening: Vienna Hybrid
989,791,74,resign,black,198,D00,Blackmar-Diemer Gambit
1324,1215,26,resign,black,109,D00,Blackmar-Diemer Gambit
1500,1520,20,resign,black,20,D00,Blackmar-Diemer Gambit
1425,1525,4,resign,black,100,D00,Blackmar-Diemer Gambit
1519,1482,63,resign,black,37,D00,Blackmar-Diemer Gambit
1576,1352,43,resign,black,224,D00,Blackmar-Diemer Gambit
1583,1496,132,mate,black,87,D00,Blackmar-Diemer Gambit
1556,1550,64,resign,black,6,D00,Blackmar-Diemer Gambit
1141,1358,4,resign,black,217,D00,Blackmar-Diemer Gambit
1461,1402,36,resign,black,59,D00,Blackmar-Diemer Gambit Declined |  Lamb Defense
984,1378,76,resign,black,394,D00,Blackmar-Diemer Gambit: Gedult Gambit
1499,1449,70,resign,black,50,D00,Blackmar-Diemer Gambit: Gedult Gambit
1221,1168,50,mate,black,53,D00,Blackmar-Diemer Gambit: Gedult Gambit
1539,1533,52,mate,black,6,D00,Blackmar-Diemer Gambit: Netherlands Variation
1229,1517,86,time,black,288,D00,Blackmar-Diemer Gambit: Ryder Gambit
1828,1948,94,time,black,120,D00,Blackmar-Diemer Gambit: Teichmann Variation
1084,1402,26,resign,black,318,D00,Blackmar-Diemer Gambit: Vienna Variation
1835,1865,158,mate,black,30,E10,Blumenfeld Countergambit #2
1278,1500,8,resign,black,222,B00,Borg Defense
1471,1488,58,mate,black,17,B00,Borg Defense
1767,2050,86,resign,black,283,A52,Budapest Defense
2149,1933,60,resign,black,216,A52,Budapest Defense: Adler Variation
1645,1806,70,resign,black,161,A52,Budapest Defense: Adler Variation
1708,1864,92,resign,black,156,A52,Budapest Defense: Adler Variation
1873,1574,16,mate,black,299,A52,Budapest Defense: Adler Variation
1611,1560,16,mate,black,51,A52,Budapest Defense: Adler Variation
1729,1886,20,resign,black,157,A52,Budapest Defense: Adler Variation
1511,1680,38,resign,black,169,A52,Budapest Defense: Adler Variation
1860,1886,50,mate,black,26,A52,Budapest Defense: Adler Variation
1811,1753,16,mate,black,58,A52,Budapest Defense: Adler Variation
1972,1952,74,mate,black,20,A52,Budapest Defense: Rubinstein Variation
1545,1554,44,resign,black,9,B15,Caro-Kann Defense
1236,1941,19,resign,black,705,B10,Caro-Kann Defense
1377,1340,44,mate,black,37,B10,Caro-Kann Defense
1375,1529,100,resign,black,154,B12,Caro-Kann Defense
1472,1498,51,resign,black,26,B12,Caro-Kann Defense
1431,1376,22,resign,black,55,B10,Caro-Kann Defense
1154,1332,118,mate,black,178,B10,Caro-Kann Defense
1097,1902,68,mate,black,805,B10,Caro-Kann Defense
1272,1169,40,time,black,103,B10,Caro-Kann Defense
1500,1401,23,resign,black,99,B10,Caro-Kann Defense
1234,1235,60,mate,black,1,B10,Caro-Kann Defense
1291,1301,60,mate,black,10,B10,Caro-Kann Defense
1346,1276,96,time,black,70,B10,Caro-Kann Defense
1830,1694,84,resign,black,136,B10,Caro-Kann Defense
1154,1240,58,mate,black,86,B15,Caro-Kann Defense
1645,1649,62,resign,black,4,B10,Caro-Kann Defense
1353,1661,46,mate,black,308,B10,Caro-Kann Defense
1359,2109,44,mate,black,750,B10,Caro-Kann Defense
1389,1561,64,mate,black,172,B10,Caro-Kann Defense
1478,1668,188,mate,black,190,B11,Caro-Kann Defense
1298,1347,45,resign,black,49,B15,Caro-Kann Defense
1678,1395,112,mate,black,283,B10,Caro-Kann Defense
1549,1504,28,resign,black,45,B11,Caro-Kann Defense
1185,1542,86,mate,black,357,B10,Caro-Kann Defense
1649,1445,52,resign,black,204,B10,Caro-Kann Defense
1544,1558,88,mate,black,14,B11,Caro-Kann Defense
1526,1640,58,mate,black,114,B11,Caro-Kann Defense
1065,1344,70,resign,black,279,B11,Caro-Kann Defense
1406,1391,55,resign,black,15,B12,Caro-Kann Defense
1631,1500,44,resign,black,131,B10,Caro-Kann Defense
1965,1940,102,time,black,25,B10,Caro-Kann Defense
1333,1289,58,resign,black,44,B10,Caro-Kann Defense
1529,1247,76,resign,black,282,B10,Caro-Kann Defense
1861,1899,24,mate,black,38,B10,Caro-Kann Defense: Accelerated Panov Attack #2
1277,1306,86,resign,black,29,B12,Caro-Kann Defense: Advance Variation
1644,1728,77,resign,black,84,B12,Caro-Kann Defense: Advance Variation
2164,2157,66,resign,black,7,B12,Caro-Kann Defense: Advance Variation
1448,1705,62,mate,black,257,B12,Caro-Kann Defense: Advance Variation
1549,1676,40,mate,black,127,B12,Caro-Kann Defense: Advance Variation
1627,1321,61,resign,black,306,B12,Caro-Kann Defense: Advance Variation
1538,1662,46,resign,black,124,B12,Caro-Kann Defense: Advance Variation
1834,1994,50,resign,black,160,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
1534,1868,52,resign,black,334,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
1802,1740,156,time,black,62,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
2239,2151,66,time,black,88,B12,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense
1455,2264,46,resign,black,809,B12,Caro-Kann Defense: Advance Variation |  Bronstein Variation
1587,1811,64,time,black,224,B12,Caro-Kann Defense: Advance Variation |  Short Variation
1528,1468,70,mate,black,60,B12,Caro-Kann Defense: Advance Variation |  Short Variation
1715,1651,30,mate,black,64,B12,Caro-Kann Defense: Advance Variation |  Short Variation
1280,1685,38,resign,black,405,B12,Caro-Kann Defense: Advance Variation |  Short Variation
1711,1753,140,mate,black,42,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
1523,1571,36,resign,black,48,B10,Caro-Kann Defense: Breyer Variation
1450,1558,78,time,black,108,B10,Caro-Kann Defense: Breyer Variation
1178,1346,62,resign,black,168,B18,Caro-Kann Defense: Classical Variation
1370,1500,58,mate,black,130,B18,Caro-Kann Defense: Classical Variation
1702,1664,132,resign,black,38,B18,Caro-Kann Defense: Classical Variation
1396,1672,34,mate,black,276,B18,Caro-Kann Defense: Classical Variation
1967,2116,92,resign,black,149,B18,Caro-Kann Defense: Classical Variation |  Main Line
2262,2111,64,resign,black,151,B19,Caro-Kann Defense: Classical |  Spassky Variation
1468,1633,120,mate,black,165,B10,Caro-Kann Defense: Euwe Attack
1273,1409,24,resign,black,136,B13,Caro-Kann Defense: Exchange Variation
2105,1929,160,resign,black,176,B13,Caro-Kann Defense: Exchange Variation
1553,1942,62,time,black,389,B13,Caro-Kann Defense: Exchange Variation
1032,1274,132,mate,black,242,B13,Caro-Kann Defense: Exchange Variation
2160,2214,150,resign,black,54,B13,Caro-Kann Defense: Exchange Variation
2213,2323,158,mate,black,110,B13,Caro-Kann Defense: Exchange Variation
1716,1886,70,resign,black,170,B13,Caro-Kann Defense: Exchange Variation
1015,1563,74,resign,black,548,B13,Caro-Kann Defense: Exchange Variation
1141,1168,42,resign,black,27,B00,Caro-Kann Defense: Hillbilly Attack
1500,1279,30,mate,black,221,B00,Caro-Kann Defense: Hillbilly Attack
964,1267,70,resign,black,303,B00,Caro-Kann Defense: Hillbilly Attack
1887,2045,70,resign,black,158,B00,Caro-Kann Defense: Hillbilly Attack
1337,1532,58,mate,black,195,B00,Caro-Kann Defense: Hillbilly Attack
1356,1708,34,resign,black,352,B12,Caro-Kann Defense: Maroczy Variation
1104,1057,50,mate,black,47,B12,Caro-Kann Defense: Maroczy Variation
1776,1383,82,mate,black,393,B10,Caro-Kann Defense: Masi Variation
1996,1886,144,resign,black,110,B14,Caro-Kann Defense: Panov Attack
2120,2170,90,resign,black,50,B13,Caro-Kann Defense: Panov Attack |  Gunderam Attack
1673,1992,43,resign,black,319,B15,Caro-Kann Defense: Rasa-Studier Gambit
1393,1314,122,time,black,79,B10,Caro-Kann Defense: Two Knights Attack
1419,1382,38,resign,black,37,B10,Caro-Kann Defense: Two Knights Attack
1407,1390,60,mate,black,17,B12,Caro-Kann Defense: Ulysses Gambit
1799,1811,42,mate,black,12,B12,Caro-Kann Defense: Ulysses Gambit
1347,1800,46,mate,black,453,C21,Center Game
1408,1628,68,mate,black,220,C21,Center Game
1446,1133,78,mate,black,313,C21,Center Game
1438,1467,32,mate,black,29,C21,Center Game
1354,1423,84,resign,black,69,C21,Center Game #2
1373,1639,72,resign,black,266,C21,Center Game #2
1074,1292,42,resign,black,218,C21,Center Game #2
1182,1429,38,resign,black,247,C21,Center Game #2
1112,1151,62,resign,black,39,C21,Center Game #2
1246,1565,60,resign,black,319,C21,Center Game #2
1558,1610,28,resign,black,52,C21,Center Game #2
1749,1404,18,resign,black,345,C21,Center Game #2
1500,1387,26,mate,black,113,C21,Center Game #2
960,1005,32,mate,black,45,C21,Center Game #2
964,1249,64,mate,black,285,C21,Center Game #2
1564,1437,86,mate,black,127,C21,Center Game #2
1143,1237,34,resign,black,94,C21,Center Game #2
1841,1921,96,resign,black,80,C22,Center Game: Berger Variation
1702,1649,128,mate,black,53,C22,Center Game: Berger Variation
1593,1737,38,resign,black,144,C22,Center Game: Berger Variation
1604,1757,70,resign,black,153,C22,Center Game: Berger Variation
1328,1498,12,resign,black,170,C22,Center Game: Hall Variation
1540,1341,60,mate,black,199,C22,Center Game: Hall Variation
1274,1569,28,resign,black,295,C22,Center Game: Hall Variation
1411,1953,34,mate,black,542,C22,Center Game: Hall Variation
1577,1483,50,resign,black,94,C21,Center Game: Kieseritzky Variation #3
886,1659,48,mate,black,773,C21,Center Game: Kieseritzky Variation #4
1535,1579,66,mate,black,44,C21,Center Game: Lanc-Arnold Gambit |  Schippler Gambit
1375,1334,24,resign,black,41,C22,Center Game: Normal Variation
1383,1606,46,mate,black,223,C22,Center Game: Normal Variation
1368,1381,68,resign,black,13,C22,Center Game: Normal Variation
1349,1832,66,mate,black,483,C22,Center Game: Normal Variation
1345,1400,30,mate,black,55,C22,Center Game: Normal Variation
1403,1613,68,mate,black,210,C22,Center Game: Normal Variation
1419,1449,56,mate,black,30,C22,Center Game: Normal Variation
1208,1140,22,time,black,68,C22,Center Game: Normal Variation
1587,1519,44,resign,black,68,C22,Center Game: Normal Variation
1416,1625,50,mate,black,209,C22,Center Game: Normal Variation
1287,1798,36,mate,black,511,C22,Center Game: Normal Variation
1770,1952,70,mate,black,182,C22,Center Game: Normal Variation
1067,1263,60,mate,black,196,C22,Center Game: Normal Variation
1997,1480,70,mate,black,517,C22,Center Game: Paulsen Attack Variation
1552,1625,64,mate,black,73,C22,Center Game: Paulsen Attack Variation
1688,1485,96,resign,black,203,C22,Center Game: Paulsen Attack Variation
1749,1404,72,resign,black,345,C22,Center Game: Paulsen Attack Variation
1484,1738,30,resign,black,254,C21,Center Game: Ross Gambit
1841,2264,50,resign,black,423,A00,Clemenz Opening
1418,1588,6,mate,black,170,A00,Clemenz Opening
1228,1812,14,resign,black,584,A00,Clemenz Opening
1479,1806,56,mate,black,327,D05,Colle System
1807,1687,18,resign,black,120,D05,Colle System
1786,1609,40,resign,black,177,D05,Colle System
1355,1418,50,resign,black,63,D05,Colle System
1006,1228,162,mate,black,222,D05,Colle System
1560,1475,78,resign,black,85,D05,Colle System
1384,1395,21,resign,black,11,D05,Colle System #2
1381,1646,43,resign,black,265,D05,Colle System #2
1251,1545,58,mate,black,294,A00,Crab Opening
1041,1600,9,resign,black,559,A00,Crab Opening
1369,1364,34,mate,black,5,A00,Creepy Crawly Formation: Classical Defense
1557,1569,78,mate,black,12,A00,Creepy Crawly Formation: Classical Defense
1440,1693,176,mate,black,253,C21,Danish Gambit
1727,1590,36,resign,black,137,C21,Danish Gambit
1560,1596,129,resign,black,36,C21,Danish Gambit
1570,1569,51,resign,black,1,C21,Danish Gambit Accepted |  Classical Defense
1799,2193,36,resign,black,394,C21,Danish Gambit Accepted |  Copenhagen Defense
1271,1703,40,resign,black,432,C21,Danish Gambit Accepted |  Copenhagen Defense
2201,2173,130,mate,black,28,A46,Doery Defense
1493,1315,88,mate,black,178,A80,Dutch Defense
1509,1868,70,resign,black,359,A84,Dutch Defense
1839,1632,24,resign,black,207,A80,Dutch Defense
2163,2012,26,resign,black,151,A80,Dutch Defense
1243,1357,56,mate,black,114,A80,Dutch Defense
1879,1841,108,resign,black,38,A85,Dutch Defense: Queen's Knight Variation
1357,2193,94,mate,black,836,A85,Dutch Defense: Queen's Knight Variation
1997,1500,54,resign,black,497,A82,Dutch Defense: Staunton Gambit Accepted
1660,1549,119,resign,black,111,A49,East Indian Defense
2066,1937,104,resign,black,129,A49,East Indian Defense
1216,1344,54,mate,black,128,A49,East Indian Defense
1666,1647,41,resign,black,19,C40,Elephant Gambit
1822,1588,60,mate,black,234,C40,Elephant Gambit
1440,1474,66,mate,black,34,C40,Elephant Gambit
1400,1439,20,resign,black,39,C40,Elephant Gambit
1281,1684,30,mate,black,403,C40,Elephant Gambit: Maroczy Gambit
1810,1495,20,resign,black,315,C40,Elephant Gambit: Paulsen Countergambit
1884,1830,82,resign,black,54,C40,Elephant Gambit: Paulsen Countergambit
1257,1658,45,resign,black,401,C40,Elephant Gambit: Paulsen Countergambit
1728,2027,50,resign,black,299,A40,English Defense
1922,1839,26,resign,black,83,A40,English Defense #2
1873,1905,37,resign,black,32,A40,English Defense #2
1850,1923,96,resign,black,73,A40,English Defense #2
1375,1361,58,resign,black,14,A40,English Defense #2
1608,1875,60,time,black,267,A40,English Defense #2
1671,1668,52,mate,black,3,A40,English Defense #2
1486,994,68,mate,black,492,A40,English Defense #2
1602,1629,52,mate,black,27,A10,English Opening
1375,1435,6,resign,black,60,A10,English Opening
1687,1709,114,resign,black,22,A10,English Opening
1221,1238,30,mate,black,17,A10,English Opening: Achilles-Omega Gambit
966,1185,62,mate,black,219,A10,English Opening: Achilles-Omega Gambit
1502,1469,40,resign,black,33,A13,English Opening: Agincourt Defense
1479,1514,26,resign,black,35,A13,English Opening: Agincourt Defense
1459,1566,30,resign,black,107,A13,English Opening: Agincourt Defense
1278,1308,54,resign,black,30,A10,English Opening: Anglo-Dutch Defense
1513,1541,54,resign,black,28,A10,English Opening: Anglo-Dutch Defense
2279,1826,52,resign,black,453,A10,English Opening: Anglo-Dutch Defense
1830,2126,56,resign,black,296,A16,English Opening: Anglo-Gruenfeld Defense
1369,1542,56,resign,black,173,A16,English Opening: Anglo-Gruenfeld Defense
1703,1943,98,resign,black,240,A15,English Opening: Anglo-Indian Defense
1749,2040,32,resign,black,291,A15,English Opening: Anglo-Indian Defense
1652,1702,64,resign,black,50,A15,English Opening: Anglo-Indian Defense
1509,1930,56,mate,black,421,A15,English Opening: Anglo-Indian Defense
2355,2449,120,resign,black,94,A16,English Opening: Anglo-Indian Defense |  Anglo-Gruenfeld Variation #3
1853,1809,62,resign,black,44,A17,English Opening: Anglo-Indian Defense |  Hedgehog System
1513,1527,52,resign,black,14,A17,English Opening: Anglo-Indian Defense |  Hedgehog System
949,1064,80,resign,black,115,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation
2013,2274,102,resign,black,261,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
1561,1616,66,resign,black,55,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
1547,1626,54,resign,black,79,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense
1367,1505,37,resign,black,138,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense
2017,2167,60,time,black,150,A15,English Opening: Anglo-Indian Defense |  Scandinavian Defense |  Exchange Variation
1431,1426,48,resign,black,5,A10,English Opening: Anglo-Lithuanian Variation
1455,1448,21,resign,black,7,A10,English Opening: Anglo-Scandinavian Defense
1771,1857,68,resign,black,86,A10,English Opening: Anglo-Scandinavian Defense
1221,1368,90,mate,black,147,A10,English Opening: Anglo-Scandinavian Defense
1568,1622,126,resign,black,54,A10,English Opening: Anglo-Scandinavian Defense
1552,1530,56,resign,black,22,A10,English Opening: Anglo-Scandinavian Defense
2031,2086,78,time,black,55,A10,English Opening: Anglo-Scandinavian Defense
1392,1608,37,resign,black,216,A22,English Opening: Carls-Bremen System
1492,1563,14,resign,black,71,A22,English Opening: Carls-Bremen System
1994,1917,60,resign,black,77,A22,English Opening: Carls-Bremen System
1746,1712,120,mate,black,34,A11,English Opening: Caro-Kann Defensive System
1549,1456,112,resign,black,93,A11,English Opening: Caro-Kann Defensive System
1425,1415,58,mate,black,10,A11,English Opening: Caro-Kann Defensive System
1830,1861,72,resign,black,31,A11,English Opening: Caro-Kann Defensive System
1769,1659,74,mate,black,110,A10,English Opening: Great Snake Variation
1978,2457,24,resign,black,479,A10,English Opening: Great Snake Variation
1260,1438,82,time,black,178,A10,English Opening: Great Snake Variation
1734,1747,56,resign,black,13,A10,English Opening: Great Snake Variation
1996,2132,68,mate,black,136,A10,English Opening: Jaenisch Gambit
1704,1824,42,mate,black,120,A20,English Opening: King's English Variation
1577,1534,30,mate,black,43,A20,English Opening: King's English Variation
1592,1783,86,mate,black,191,A20,English Opening: King's English Variation
1585,1632,40,mate,black,47,A20,English Opening: King's English Variation
1092,1144,72,mate,black,52,A20,English Opening: King's English Variation
1499,1501,40,mate,black,2,A20,English Opening: King's English Variation
1497,1820,44,mate,black,323,A20,English Opening: King's English Variation
1479,1462,104,mate,black,17,A20,English Opening: King's English Variation
1545,1402,18,resign,black,143,A20,English Opening: King's English Variation
2193,2181,48,resign,black,12,A20,English Opening: King's English Variation
1703,1735,54,resign,black,32,A20,English Opening: King's English Variation
1726,1789,56,resign,black,63,A20,English Opening: King's English Variation
1735,1753,76,resign,black,18,A20,English Opening: King's English Variation
1744,1748,60,time,black,4,A20,English Opening: King's English Variation
1756,1737,42,mate,black,19,A20,English Opening: King's English Variation
1769,1838,86,time,black,69,A20,English Opening: King's English Variation
1052,1318,64,mate,black,266,A20,English Opening: King's English Variation
1560,1713,44,mate,black,153,A28,English Opening: King's English Variation |  Four Knights Variation #2
1953,1973,38,resign,black,20,A29,English Opening: King's English Variation |  Four Knights Variation |  Fianchetto Line
2058,1798,96,resign,black,260,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3
1297,1330,108,mate,black,33,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack
1620,1817,30,resign,black,197,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack
1492,1646,78,mate,black,154,A20,English Opening: King's English Variation |  Nimzowitsch Variation
1205,1279,46,resign,black,74,A20,English Opening: King's English Variation |  Nimzowitsch-Flohr Variation
1546,1517,54,resign,black,29,A25,English Opening: King's English Variation |  Reversed Closed Sicilian
2036,1882,40,mate,black,154,A25,English Opening: King's English Variation |  Reversed Closed Sicilian
1614,1608,37,resign,black,6,A25,English Opening: King's English Variation |  Reversed Closed Sicilian
1365,1163,22,resign,black,202,A21,English Opening: King's English Variation |  Reversed Sicilian
1481,1436,39,resign,black,45,A21,English Opening: King's English Variation |  Reversed Sicilian
1138,1276,128,mate,black,138,A21,English Opening: King's English Variation |  Reversed Sicilian
1466,1458,90,mate,black,8,A21,English Opening: King's English Variation |  Reversed Sicilian
1475,1314,53,resign,black,161,A21,English Opening: King's English Variation |  Reversed Sicilian
1593,1348,8,mate,black,245,A21,English Opening: King's English Variation |  Reversed Sicilian
1653,1716,125,resign,black,63,A21,English Opening: King's English Variation |  Reversed Sicilian
1396,1638,92,resign,black,242,A21,English Opening: King's English Variation |  Reversed Sicilian
1186,1283,32,resign,black,97,A27,English Opening: King's English Variation |  Three Knights System
1256,1301,48,resign,black,45,A27,English Opening: King's English Variation |  Three Knights System
